Business Area,Report Name,Report Description,Existing Label,Dictionary Label,ICM Data Field Path,Label Source,Label Match Rating,Follow Up Required
FASB Banking,ODP BCCCU/BCCCU Monthly Charges For Canadian Account (AMP),"Bank Statement 
Daily Journal from Central 1 Banking - summary of Debit and Credits",Banking Debits,Banking Debits,No,MIS,High,MIS/FASB
FASB Banking,ODP BCCCU/BCCCU Monthly Charges For Canadian Account (AMP),"Bank Statement 
Daily Journal from Central 1 Banking - summary of Debit and Credits",Banking Credits,Banking Credits,No,MIS,High,MIS/FASB
FASB Banking,ODP BCCCU/BCCCU Monthly Charges For Canadian Account (AMP),"Bank Statement 
Daily Journal from Central 1 Banking - summary of Debit and Credits",Banking Net,Banking Net,No,MIS,High,MIS/FASB
FASB Banking,ODP BCCCU/BCCCU Monthly Charges For Canadian Account (AMP),"Bank Statement 
Daily Journal from Central 1 Banking - summary of Debit and Credits",Banking Current Balance,Banking Current balance,No,MIS,High,MIS/FASB
FASB Banking,LIST OF REPAYMENT ADJUSTMENT (MI07J-02),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,file id,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB Banking,LIST OF REPAYMENT ADJUSTMENT (MI07J-02),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,date,Date,No,MIS,High,FASB
FASB Banking,LIST OF REPAYMENT ADJUSTMENT (MI07J-02),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,prev amt,Previous Amount,No,MIS,High,FASB
FASB Banking,LIST OF REPAYMENT ADJUSTMENT (MI07J-02),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,changed,Changes,No,MIS,High,FASB
FASB Banking,LIST OF REPAYMENT ADJUSTMENT (MI07J-02),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,outstanding,Outstanding,No,MIS,High,FASB
FASB Banking,LIST OF REPAYMENT ADJUSTMENT (MI07J-02),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,user office,MIS User Office,No,MIS,Low,FASB
FASB Banking,LIST OF REPAYMENT ADJUSTMENT (MI07J-02),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,user id,MIS User ID,No,MIS,Low,No
FASB Banking,LIST OF REPAYMENT ADJUSTMENT (MI07J-02),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,Total for Day,Total for Day,No,Report,Medium,FASB
FASB Banking,LIST OF REPAYMENT ADJUSTMENT (MI07J-02),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,Total For User,Total for User,No,Report,Medium,FASB
FASB Banking,Control Totals Report (MI94J-99),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,debt adjustment records read,Control Total - debt adjustment records read,No,MIS,High,FASB
FASB Banking,Control Totals Report (MI94J-99),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,debt adjustment closed files bypassed,Control Total - debt adjustment closed files bypassed,No,MIS,High,FASB
FASB Banking,Control Totals Report (MI94J-99),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,file reopen/reversal records read,Control Total - file reopen/reversal records read,No,MIS,High,FASB
FASB Banking,Control Totals Report (MI94J-99),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,debt adjustment extract records written,Control Total - debt adjustment extract records written,No,MIS,High,FASB
FASB Banking,Control Totals Report (MI94J-99),Report of adjustment by Case and worker name who created the manual Increase or Decrease to Debt. Total $ value of adjustments by worker MIS ID. Reconcilliation of accounts of deposits and paymwent applied to the debt.,file reopend extract records written,Control Total - file reopend extract records written,No,MIS,High,FASB
FASB Banking,Daily Cancelled Cheque Activity - (MI766-01),"Daily report of Cancelled cheque activity (OPD cheques)
",file id,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB Banking,Daily Cancelled Cheque Activity - (MI766-01),"Daily report of Cancelled cheque activity (OPD cheques)
",cheque number,Cheque Number,No,MIS,Low,No
FASB Banking,Daily Cancelled Cheque Activity - (MI766-01),"Daily report of Cancelled cheque activity (OPD cheques)
",transaction date,Transaction Date,No,MIS,Low,No
FASB Banking,Daily Cancelled Cheque Activity - (MI766-01),"Daily report of Cancelled cheque activity (OPD cheques)
",transaction name,Transaction Name,No,MIS,Low,No
FASB Banking,Daily Cancelled Cheque Activity - (MI766-01),"Daily report of Cancelled cheque activity (OPD cheques)
",transaction time,Transaction Time,No,MIS,Low,No
FASB Banking,Daily Cancelled Cheque Activity - (MI766-01),"Daily report of Cancelled cheque activity (OPD cheques)
",increase amount,Increase Amount,No,MIS,Low,No
FASB Banking,Daily Cancelled Cheque Activity - (MI766-01),"Daily report of Cancelled cheque activity (OPD cheques)
",decrease amount,Decrease Amount,No,MIS,Low,No
FASB Banking,Daily Cancelled Cheque Activity - (MI766-01),"Daily report of Cancelled cheque activity (OPD cheques)
",user id,User ID,No,MIS,Low,No
FASB Banking,Daily Cancelled Cheque Activity - (MI766-01),"Daily report of Cancelled cheque activity (OPD cheques)
",description,Description,No,MIS,Low,No
FASB Banking,Daily Cancelled Cheque Activity - (MI766-01),"Daily report of Cancelled cheque activity (OPD cheques)
",total,Total,No,Report,Medium,No
FASB Banking,Daily Cancelled Cheque Activity - (MI766-01),"Daily report of Cancelled cheque activity (OPD cheques)
",net (Increase - Decrease),New Increase/Decrease,No,Report,Medium,No
FASB Banking,Cheque Reconciliation - Cashed Summary Report (MI55U-01),Total Cheque amounts issued and amt cleared (frequency un-know),bank acct,Bank Account,No,MIS,High,MIS
FASB Banking,Cheque Reconciliation - Cashed Summary Report (MI55U-01),Total Cheque amounts issued and amt cleared (frequency un-know),cash count,Cash Count,No,MIS,High,MIS
FASB Banking,Cheque Reconciliation - Cashed Summary Report (MI55U-01),Total Cheque amounts issued and amt cleared (frequency un-know),cheque issued amount,Cheque Issued Amount,No,MIS,High,MIS
FASB Banking,Cheque Reconciliation - Cashed Summary Report (MI55U-01),Total Cheque amounts issued and amt cleared (frequency un-know),actual cleared amount,Actual Cleared Amount,No,MIS,High,MIS
FASB Banking,Cheque Reconciliation - Cashed Summary Report (MI55U-01),Total Cheque amounts issued and amt cleared (frequency un-know),exception,Exception,No,MIS,High,MIS
FASB Banking,Cheque Reconciliation - Cashed Summary Report (MI55U-01),Total Cheque amounts issued and amt cleared (frequency un-know),difference,Difference,No,MIS,High,MIS
FASB Banking,Cheque Reconciliation - Cashed Summary Report (MI55U-01),Total Cheque amounts issued and amt cleared (frequency un-know),Total,Total,No,Report,Medium,No
FASB Banking,Cheque Reconciliation Daily Cash Mismatch (MI92T-01),Daily list of cashed cheque Misspatch reason,chq date,Cheque Date,No,MIS,Low,MIS
FASB Banking,Cheque Reconciliation Daily Cash Mismatch (MI92T-01),Daily list of cashed cheque Misspatch reason,chqnumber,Cheque Number,No,MIS,Low,MIS
FASB Banking,Cheque Reconciliation Daily Cash Mismatch (MI92T-01),Daily list of cashed cheque Misspatch reason,office,Case Office,Case/Case View Screen,ICM,Low,MIS
FASB Banking,Cheque Reconciliation Daily Cash Mismatch (MI92T-01),Daily list of cashed cheque Misspatch reason,file id,Legacy ID,Case/Case View Screen,ICM,Low,MIS
FASB Banking,Cheque Reconciliation Daily Cash Mismatch (MI92T-01),Daily list of cashed cheque Misspatch reason,issue amount,Issue Amount,No,MIS,Low,MIS
